,PEP_ID,YEAR,DAY_BB,DAY_CL,sp,lat,lon,alt
95846,3693,2008,108,280,FASY,48.8333,12.9667,310.0
95847,3100,2008,108,288,FASY,48.95,8.4,130.0
95849,4340,2008,108,277,FASY,49.95,10.2833,220.0
95857,1539,2008,108,286,FASY,51.8333,7.3,65.0
95874,1980,2008,109,267,FASY,49.7167,8.83333,210.0
95883,3248,2008,110,315,FASY,47.6,7.65,400.0
95889,3723,2008,110,274,FASY,48.85,13.3333,560.0
95909,1974,2008,110,281,FASY,49.7333,9.0,180.0
95910,1981,2008,110,263,FASY,49.7833,9.03333,290.0
95911,2049,2008,110,268,FASY,50.1167,8.91667,110.0
95912,2168,2008,110,282,FASY,51.3833,9.51667,170.0
95913,2187,2008,110,277,FASY,50.7333,8.7,180.0
95919,2286,2008,111,279,FASY,51.2333,9.26667,260.0
95920,2545,2008,111,266,FASY,50.5667,7.61667,230.0
95931,3824,2008,111,269,FASY,48.75,13.8167,720.0
95932,3827,2008,111,274,FASY,48.75,13.5167,440.0
95933,3865,2008,111,277,FASY,49.3167,12.85,400.0
95939,1920,2008,111,278,FASY,49.6667,8.65,210.0
95945,4445,2008,112,287,FASY,49.8833,10.0333,260.0
95962,975,2008,112,283,FASY,52.15,8.05,120.0
95965,2294,2008,112,285,FASY,50.8833,9.35,270.0
95966,2761,2008,112,295,FASY,49.4667,7.56667,250.0
95970,1324,2008,112,272,FASY,51.6333,6.18333,20.0
95979,3482,2008,112,268,FASY,47.7333,12.8833,480.0
95980,3633,2008,112,278,FASY,48.6333,11.3167,420.0
95981,3694,2008,112,271,FASY,48.8833,12.6,330.0
95986,4230,2008,112,293,FASY,49.5833,10.6,290.0
95988,3656,2008,113,273,FASY,47.7667,12.65,680.0
95989,3911,2008,113,280,FASY,49.1,11.8167,460.0
95991,3984,2008,113,260,FASY,49.3167,12.75,420.0
95993,4015,2008,113,277,FASY,49.8667,11.0,290.0
95995,4256,2008,113,269,FASY,49.45,10.3167,350.0
96003,2831,2008,113,285,FASY,49.35,7.41667,280.0
96006,3237,2008,113,292,FASY,48.3333,7.88333,170.0
96036,4456,2008,114,278,FASY,48.45,10.2667,450.0
96038,4519,2008,114,283,FASY,47.7,10.35,710.0
96048,3284,2008,114,281,FASY,48.4833,8.16667,280.0
96056,3986,2008,114,285,FASY,49.4333,12.5833,530.0
96057,3987,2008,114,277,FASY,49.3833,12.7167,520.0
96058,4132,2008,114,278,FASY,49.7667,11.55,420.0
96068,3023,2008,114,287,FASY,49.0667,8.8,190.0
96069,3127,2008,114,271,FASY,49.4167,9.28333,290.0
96076,1537,2008,114,282,FASY,51.9667,7.3,110.0
96086,118,2008,114,274,FASY,54.6167,8.96667,10.0
96095,1129,2008,114,288,FASY,53.15,8.2,5.0
96103,656,2008,115,293,FASY,52.5333,10.35,50.0
96110,3285,2008,115,281,FASY,48.4333,8.2,390.0
96116,3884,2008,115,277,FASY,49.1667,11.45,400.0
96118,3959,2008,115,278,FASY,49.5333,11.6833,420.0
96148,1619,2008,115,284,FASY,52.0833,8.51667,150.0
96152,1723,2008,115,292,FASY,51.9167,8.38333,75.0
96156,2038,2008,115,297,FASY,50.0,8.71667,160.0
96166,2867,2008,115,281,FASY,48.9833,9.36667,290.0
96170,2976,2008,115,291,FASY,49.4833,9.76667,250.0
96171,3014,2008,115,289,FASY,49.0833,9.88333,370.0
96173,3105,2008,115,278,FASY,48.9667,8.3,120.0
96177,2225,2008,116,287,FASY,50.95,9.86667,230.0
96178,2250,2008,116,271,FASY,51.4667,9.01667,290.0
96179,2296,2008,116,273,FASY,51.0,9.06667,320.0
96181,2552,2008,116,268,FASY,50.1667,7.55,450.0
96182,2568,2008,116,273,FASY,49.75,6.65,260.0
96184,2842,2008,116,275,FASY,48.7167,9.21667,391.0
96186,2869,2008,116,275,FASY,48.9833,9.58333,290.0
96187,2958,2008,116,280,FASY,48.9667,9.13333,200.0
96188,3065,2008,116,281,FASY,49.4,9.4,230.0
96189,3099,2008,116,284,FASY,49.0833,8.38333,110.0
96190,3213,2008,116,298,FASY,48.0833,7.63333,220.0
96202,213,2008,116,275,FASY,54.0833,9.65,60.0
96210,3484,2008,116,282,FASY,48.4,11.7333,450.0
96211,3526,2008,116,278,FASY,48.3833,11.4167,470.0
96216,3744,2008,116,273,FASY,49.1333,12.7333,480.0
96222,4268,2008,116,272,FASY,48.9,11.0,440.0
96223,1326,2008,116,288,FASY,51.5833,6.25,20.0
96229,2164,2008,116,282,FASY,51.2667,9.38333,270.0
96249,4333,2008,117,271,FASY,50.1,9.65,180.0
96269,280,2008,117,271,FASY,53.95,9.71667,20.0
96271,450,2008,117,274,FASY,52.7167,9.25,25.0
96274,638,2008,117,261,FASY,52.9333,9.73333,70.0
96280,799,2008,117,296,FASY,53.4833,9.15,5.0
96286,1072,2008,117,280,FASY,52.3,10.4333,80.0
96287,1074,2008,117,270,FASY,51.9,9.85,200.0
96288,1076,2008,117,282,FASY,51.8667,10.0167,130.0
96292,1119,2008,117,280,FASY,52.1833,10.7167,150.0
96293,2217,2008,117,276,FASY,51.0167,9.93333,330.0
96303,2674,2008,117,283,FASY,50.1667,7.73333,240.0
96307,2852,2008,117,271,FASY,49.0167,10.2167,570.0
96309,2909,2008,117,279,FASY,48.65,9.86667,685.0
96310,2953,2008,117,278,FASY,48.8667,8.86667,350.0
96312,3053,2008,117,283,FASY,49.1,8.65,140.0
96313,3076,2008,117,272,FASY,49.4667,9.58333,340.0
96333,1674,2008,117,282,FASY,52.1,8.93333,160.0
96336,1872,2008,117,278,FASY,51.3,7.36667,220.0
96338,2075,2008,117,271,FASY,50.9667,8.5,420.0
96339,2166,2008,117,269,FASY,51.2833,9.63333,220.0
96340,2170,2008,117,265,FASY,51.2333,9.56667,290.0
96342,3366,2008,117,283,FASY,48.65,8.78333,450.0
96344,3486,2008,117,273,FASY,48.05,10.8833,590.0
96348,3995,2008,117,258,FASY,50.0,12.0833,530.0
96349,4039,2008,117,275,FASY,50.3667,10.8,340.0
96350,4054,2008,117,286,FASY,49.9333,11.2833,400.0
96351,4057,2008,117,281,FASY,49.8167,11.2167,320.0
96353,4098,2008,117,281,FASY,50.1167,11.6167,370.0
96354,4109,2008,117,272,FASY,50.05,11.15,490.0
96356,4172,2008,117,283,FASY,49.3333,10.8,400.0
96359,4223,2008,117,275,FASY,49.0167,11.1833,510.0
96360,4239,2008,117,279,FASY,49.4,11.4,450.0
96362,3378,2008,118,273,FASY,48.2833,9.71667,510.0
96365,3534,2008,118,282,FASY,48.05,11.95,530.0
96373,3945,2008,118,276,FASY,48.9,11.6167,400.0
96375,3993,2008,118,278,FASY,50.3167,11.9167,500.0
96380,4198,2008,118,271,FASY,49.1667,10.3333,450.0
96382,2295,2008,118,273,FASY,50.8667,9.46667,330.0
96421,94,2008,118,285,FASY,53.4833,10.6333,20.0
96422,244,2008,118,281,FASY,54.5167,9.56667,18.0
96434,977,2008,118,293,FASY,52.3167,8.03333,90.0
96435,1127,2008,118,286,FASY,52.1667,10.55,80.0
96441,1782,2008,118,275,FASY,51.6667,8.35,75.0
96444,2023,2008,118,278,FASY,50.6333,9.45,270.0
96447,2153,2008,118,284,FASY,50.75,9.81667,370.0
96448,2182,2008,118,287,FASY,50.6833,8.6,220.0
96471,4458,2008,119,263,FASY,47.7333,10.3167,680.0
96472,4495,2008,119,283,FASY,48.4333,10.4167,460.0
96495,3426,2008,119,282,FASY,48.4833,9.41667,460.0
96498,3630,2008,119,292,FASY,47.8333,10.8,830.0
96505,4266,2008,119,277,FASY,49.0167,11.1167,560.0
96510,2893,2008,119,274,FASY,49.1333,10.1833,460.0
96511,3069,2008,119,280,FASY,49.5333,9.31667,340.0
96519,2009,2008,119,279,FASY,50.5167,8.81667,170.0
96520,2140,2008,119,293,FASY,51.4,9.46667,260.0
96530,531,2008,119,279,FASY,51.95,9.73333,200.0
96550,3346,2008,120,279,FASY,48.2833,8.85,520.0
96551,3452,2008,120,283,FASY,48.0167,9.25,590.0
96555,3628,2008,120,279,FASY,47.8,11.0167,980.0
96557,3876,2008,120,293,FASY,49.8667,11.9,460.0
96561,4156,2008,120,263,FASY,50.0167,11.95,600.0
96562,4240,2008,120,285,FASY,49.3833,10.3333,440.0
96563,4263,2008,120,277,FASY,48.9,10.9333,550.0
96572,4419,2008,120,289,FASY,50.4167,10.3833,340.0
96574,4615,2008,120,281,FASY,49.4833,6.86667,250.0
96592,2069,2008,120,276,FASY,50.9833,8.73333,250.0
96601,2655,2008,120,295,FASY,49.9833,6.76667,290.0
96605,2886,2008,120,278,FASY,49.25,9.95,440.0
96606,2916,2008,120,293,FASY,48.6833,10.1667,490.0
96613,2615,2008,121,283,FASY,50.2,6.41667,450.0
96615,2763,2008,121,275,FASY,49.5,7.76667,250.0
96616,2808,2008,121,285,FASY,49.1167,7.56667,280.0
96617,2853,2008,121,285,FASY,48.9667,10.1333,440.0
96626,199,2008,121,292,FASY,54.1167,10.1667,45.0
96638,3798,2008,121,276,FASY,49.0833,12.8833,430.0
96644,4386,2008,121,287,FASY,49.7167,10.2167,230.0
96654,4415,2008,122,301,FASY,50.5333,10.15,440.0
96655,4643,2008,122,288,FASY,49.4667,6.9,260.0
96662,202,2008,122,289,FASY,54.1667,10.05,35.0
96667,2415,2008,122,284,FASY,50.1667,8.06667,380.0
96680,3520,2008,122,280,FASY,47.6333,13.0,550.0
96688,3422,2008,123,280,FASY,48.4,9.2,800.0
96691,4055,2008,123,274,FASY,49.95,11.1667,450.0
96694,2914,2008,123,274,FASY,48.6333,10.0167,620.0
96696,4492,2008,123,269,FASY,47.5667,10.7,810.0
96705,152,2008,123,283,FASY,54.1,10.8167,10.0
96717,4317,2008,124,285,FASY,50.2833,9.91667,500.0
96720,3264,2008,124,275,FASY,47.8,8.03333,920.0
96723,3983,2008,124,279,FASY,49.6167,12.35,570.0
96724,2432,2008,124,280,FASY,50.5167,8.38333,220.0
96727,3018,2008,124,285,FASY,48.5,10.1167,460.0
96731,1851,2008,124,276,FASY,51.0,8.36667,520.0
96733,2126,2008,124,272,FASY,50.5,10.0167,560.0
96735,680,2008,125,299,FASY,53.45,9.73333,40.0
96737,3515,2008,125,274,FASY,47.7167,11.4167,620.0
96744,4517,2008,125,281,FASY,47.7167,10.2333,900.0
96745,4539,2008,125,291,FASY,47.9667,10.15,610.0
96750,1713,2008,125,274,FASY,51.5833,9.3,230.0
96752,1876,2008,125,299,FASY,51.4,7.43333,120.0
96753,1469,2008,126,283,FASY,50.5667,6.26667,530.0
96762,4157,2008,126,290,FASY,50.1,11.8833,620.0
96768,2024,2008,127,284,FASY,50.4667,9.31667,460.0
96771,3659,2008,127,284,FASY,47.8167,12.65,610.0
96786,1759,2008,129,289,FASY,51.4,8.58333,460.0
96790,3997,2008,130,288,FASY,50.1667,12.1333,540.0
96812,3534,2009,93,282,FASY,48.05,11.95,530.0
96817,2390,2009,94,281,FASY,49.9833,7.96667,120.0
96820,3694,2009,94,258,FASY,48.8833,12.6,330.0
96822,1203,2009,95,272,FASY,53.3333,8.48333,3.0
96824,3173,2009,95,281,FASY,48.7667,8.25,180.0
96828,307,2009,96,280,FASY,54.15,9.28333,35.0
96834,1539,2009,96,296,FASY,51.8333,7.3,65.0
96836,2170,2009,96,264,FASY,51.2333,9.56667,290.0
96837,3482,2009,96,267,FASY,47.7333,12.8833,480.0
96839,4632,2009,97,296,FASY,49.1667,7.05,230.0
96848,1981,2009,97,255,FASY,49.7833,9.03333,290.0
96849,427,2009,97,264,FASY,52.4,9.45,50.0
96851,188,2009,98,270,FASY,54.3167,10.2167,15.0
96858,2552,2009,98,275,FASY,50.1667,7.55,450.0
96861,2976,2009,98,296,FASY,49.4833,9.76667,250.0
96872,1723,2009,98,293,FASY,51.9167,8.38333,75.0
96880,3993,2009,99,282,FASY,50.3167,11.9167,500.0
96887,2294,2009,99,291,FASY,50.8833,9.35,270.0
96888,2296,2009,99,282,FASY,51.0,9.06667,320.0
96897,3053,2009,99,291,FASY,49.1,8.65,140.0
96899,3127,2009,99,266,FASY,49.4167,9.28333,290.0
96902,1920,2009,99,294,FASY,49.6667,8.65,210.0
96904,2038,2009,99,298,FASY,50.0,8.71667,160.0
96905,4317,2009,99,281,FASY,50.2833,9.91667,500.0
96950,3984,2009,100,247,FASY,49.3167,12.75,420.0
96951,4055,2009,100,267,FASY,49.95,11.1667,450.0
96963,1980,2009,100,274,FASY,49.7167,8.83333,210.0
96964,2009,2009,100,266,FASY,50.5167,8.81667,170.0
96966,2168,2009,100,281,FASY,51.3833,9.51667,170.0
96967,2286,2009,100,280,FASY,51.2333,9.26667,260.0
96968,2295,2009,100,252,FASY,50.8667,9.46667,330.0
96977,2867,2009,100,276,FASY,48.9833,9.36667,290.0
96979,2953,2009,100,289,FASY,48.8667,8.86667,350.0
96981,3063,2009,100,274,FASY,49.2167,8.51667,110.0
96983,3237,2009,100,304,FASY,48.3333,7.88333,170.0
96988,2545,2009,101,272,FASY,50.5667,7.61667,230.0
96995,3023,2009,101,296,FASY,49.0667,8.8,190.0
96997,3069,2009,101,293,FASY,49.5333,9.31667,340.0
96998,3076,2009,101,279,FASY,49.4667,9.58333,340.0
97001,3124,2009,101,264,FASY,49.4667,9.21667,390.0
97016,4333,2009,101,301,FASY,50.1,9.65,180.0
97037,1119,2009,101,287,FASY,52.1833,10.7167,150.0
97039,1217,2009,101,318,FASY,53.1,8.86667,4.0
97047,1619,2009,101,293,FASY,52.0833,8.51667,150.0
97049,1782,2009,101,268,FASY,51.6667,8.35,75.0
97050,1872,2009,101,290,FASY,51.3,7.36667,220.0
97053,1974,2009,101,299,FASY,49.7333,9.0,180.0
97054,2049,2009,101,264,FASY,50.1167,8.91667,110.0
97055,2075,2009,101,278,FASY,50.9667,8.5,420.0
97057,2166,2009,101,272,FASY,51.2833,9.63333,220.0
97059,2187,2009,101,285,FASY,50.7333,8.7,180.0
97060,3284,2009,101,271,FASY,48.4833,8.16667,280.0
97061,3290,2009,101,280,FASY,48.8,8.31667,150.0
97067,3693,2009,101,282,FASY,48.8333,12.9667,310.0
97070,3824,2009,101,280,FASY,48.75,13.8167,720.0
97073,3959,2009,101,281,FASY,49.5333,11.6833,420.0
97075,3995,2009,101,280,FASY,50.0,12.0833,530.0
97078,3248,2009,102,307,FASY,47.6,7.65,400.0
97079,3285,2009,102,274,FASY,48.4333,8.2,390.0
97085,3723,2009,102,274,FASY,48.85,13.3333,560.0
97087,3827,2009,102,270,FASY,48.75,13.5167,440.0
97089,3884,2009,102,286,FASY,49.1667,11.45,400.0
97090,3986,2009,102,284,FASY,49.4333,12.5833,530.0
97092,4039,2009,102,276,FASY,50.3667,10.8,340.0
97094,4172,2009,102,274,FASY,49.3333,10.8,400.0
97097,4268,2009,102,248,FASY,48.9,11.0,440.0
97100,4419,2009,102,295,FASY,50.4167,10.3833,340.0
97120,2217,2009,102,269,FASY,51.0167,9.93333,330.0
97121,2225,2009,102,295,FASY,50.95,9.86667,230.0
97124,2674,2009,102,268,FASY,50.1667,7.73333,240.0
97127,2831,2009,102,283,FASY,49.35,7.41667,280.0
97128,2869,2009,102,267,FASY,48.9833,9.58333,290.0
97130,3014,2009,102,267,FASY,49.0833,9.88333,370.0
97165,2140,2009,102,298,FASY,51.4,9.46667,260.0
97166,2153,2009,102,282,FASY,50.75,9.81667,370.0
97167,2164,2009,102,294,FASY,51.2667,9.38333,270.0
97168,2182,2009,102,298,FASY,50.6833,8.6,220.0
97171,118,2009,102,276,FASY,54.6167,8.96667,10.0
97180,531,2009,102,283,FASY,51.95,9.73333,200.0
97188,1072,2009,102,273,FASY,52.3,10.4333,80.0
97190,1129,2009,102,285,FASY,53.15,8.2,5.0
97192,244,2009,103,278,FASY,54.5167,9.56667,18.0
97193,280,2009,103,273,FASY,53.95,9.71667,20.0
97204,975,2009,103,285,FASY,52.15,8.05,120.0
97205,977,2009,103,285,FASY,52.3167,8.03333,90.0
97207,1074,2009,103,273,FASY,51.9,9.85,200.0
97208,1076,2009,103,292,FASY,51.8667,10.0167,130.0
97211,2250,2009,103,247,FASY,51.4667,9.01667,290.0
97213,2415,2009,103,263,FASY,50.1667,8.06667,380.0
97217,2958,2009,103,277,FASY,48.9667,9.13333,200.0
97219,3105,2009,103,281,FASY,48.9667,8.3,120.0
97227,3656,2009,103,270,FASY,47.7667,12.65,680.0
97229,3865,2009,103,283,FASY,49.3167,12.85,400.0
97230,3911,2009,103,280,FASY,49.1,11.8167,460.0
97234,4015,2009,103,259,FASY,49.8667,11.0,290.0
97237,4239,2009,103,260,FASY,49.4,11.4,450.0
97239,4456,2009,103,279,FASY,48.45,10.2667,450.0
97240,4495,2009,103,281,FASY,48.4333,10.4167,460.0
97261,1326,2009,103,291,FASY,51.5833,6.25,20.0
97264,1537,2009,103,283,FASY,51.9667,7.3,110.0
97271,2069,2009,103,266,FASY,50.9833,8.73333,250.0
97305,3378,2009,104,295,FASY,48.2833,9.71667,510.0
97310,3633,2009,104,294,FASY,48.6333,11.3167,420.0
97316,3987,2009,104,279,FASY,49.3833,12.7167,520.0
97317,4057,2009,104,281,FASY,49.8167,11.2167,320.0
97320,4098,2009,104,285,FASY,50.1167,11.6167,370.0
97324,4198,2009,104,263,FASY,49.1667,10.3333,450.0
97325,4230,2009,104,293,FASY,49.5833,10.6,290.0
97327,94,2009,104,293,FASY,53.4833,10.6333,20.0
97328,213,2009,104,275,FASY,54.0833,9.65,60.0
97331,450,2009,104,269,FASY,52.7167,9.25,25.0
97337,799,2009,104,298,FASY,53.4833,9.15,5.0
97344,1127,2009,104,293,FASY,52.1667,10.55,80.0
97349,2852,2009,104,272,FASY,49.0167,10.2167,570.0
97362,1851,2009,104,271,FASY,51.0,8.36667,520.0
97364,2023,2009,104,286,FASY,50.6333,9.45,270.0
97366,2126,2009,104,261,FASY,50.5,10.0167,560.0
97367,4340,2009,104,283,FASY,49.95,10.2833,220.0
97368,4386,2009,104,276,FASY,49.7167,10.2167,230.0
97369,4415,2009,104,272,FASY,50.5333,10.15,440.0
97372,4641,2009,104,277,FASY,49.4167,6.91667,220.0
97373,4643,2009,104,297,FASY,49.4667,6.9,260.0
97396,4615,2009,105,279,FASY,49.4833,6.86667,250.0
97431,638,2009,105,275,FASY,52.9333,9.73333,70.0
97438,1111,2009,105,278,FASY,52.4333,10.85,60.0
97449,3426,2009,105,277,FASY,48.4833,9.41667,460.0
97450,3452,2009,105,297,FASY,48.0167,9.25,590.0
97452,3852,2009,105,299,FASY,49.0333,11.4833,370.0
97454,3945,2009,105,279,FASY,48.9,11.6167,400.0
97456,4054,2009,105,279,FASY,49.9333,11.2833,400.0
97458,4080,2009,105,279,FASY,50.3667,11.5167,590.0
97459,4132,2009,105,290,FASY,49.7667,11.55,420.0
97460,4266,2009,105,260,FASY,49.0167,11.1167,560.0
97466,1674,2009,105,295,FASY,52.1,8.93333,160.0
97478,2853,2009,105,292,FASY,48.9667,10.1333,440.0
97481,3091,2009,105,267,FASY,49.2667,8.75,180.0
97482,3099,2009,105,283,FASY,49.0833,8.38333,110.0
97487,2568,2009,106,261,FASY,49.75,6.65,260.0
97491,2763,2009,106,289,FASY,49.5,7.76667,250.0
97493,3230,2009,106,270,FASY,47.7,9.2,410.0
97517,1324,2009,106,288,FASY,51.6333,6.18333,20.0
97518,1713,2009,106,276,FASY,51.5833,9.3,230.0
97525,3366,2009,106,285,FASY,48.65,8.78333,450.0
97528,3515,2009,106,270,FASY,47.7167,11.4167,620.0
97537,4156,2009,106,264,FASY,50.0167,11.95,600.0
97539,4256,2009,106,257,FASY,49.45,10.3167,350.0
97541,3346,2009,107,283,FASY,48.2833,8.85,520.0
97546,4263,2009,107,280,FASY,48.9,10.9333,550.0
97549,4492,2009,107,266,FASY,47.5667,10.7,810.0
97559,2914,2009,107,274,FASY,48.6333,10.0167,620.0
97561,3049,2009,107,312,FASY,49.5333,8.48333,95.0
97576,202,2009,107,267,FASY,54.1667,10.05,35.0
97590,2655,2009,108,282,FASY,49.9833,6.76667,290.0
97591,2808,2009,108,291,FASY,49.1167,7.56667,280.0
97592,2893,2009,108,274,FASY,49.1333,10.1833,460.0
97593,3065,2009,108,285,FASY,49.4,9.4,230.0
97598,3486,2009,108,297,FASY,48.05,10.8833,590.0
97630,3484,2009,109,286,FASY,48.4,11.7333,450.0
97631,3520,2009,109,299,FASY,47.6333,13.0,550.0
97632,3526,2009,109,283,FASY,48.3833,11.4167,470.0
97634,3628,2009,109,283,FASY,47.8,11.0167,980.0
97637,199,2009,109,299,FASY,54.1167,10.1667,45.0
97646,4458,2009,109,259,FASY,47.7333,10.3167,680.0
97647,4494,2009,109,288,FASY,47.5667,10.75,810.0
97649,4506,2009,109,297,FASY,48.1667,10.1167,530.0
97657,4364,2009,110,293,FASY,50.15,10.4333,290.0
97668,656,2009,110,281,FASY,52.5333,10.35,50.0
97679,3744,2009,110,271,FASY,49.1333,12.7333,480.0
97685,2024,2009,110,283,FASY,50.4667,9.31667,460.0
97687,2615,2009,110,281,FASY,50.2,6.41667,450.0
97688,2916,2009,110,265,FASY,48.6833,10.1667,490.0
97699,3422,2009,111,276,FASY,48.4,9.2,800.0
97703,3264,2009,112,281,FASY,47.8,8.03333,920.0
97705,3798,2009,112,280,FASY,49.0833,12.8833,430.0
97706,3876,2009,112,282,FASY,49.8667,11.9,460.0
97707,4157,2009,112,292,FASY,50.1,11.8833,620.0
97709,4539,2009,112,297,FASY,47.9667,10.15,610.0
97725,1876,2009,112,304,FASY,51.4,7.43333,120.0
97743,152,2009,113,278,FASY,54.1,10.8167,10.0
97748,1469,2009,114,297,FASY,50.5667,6.26667,530.0
97754,4519,2009,114,281,FASY,47.7,10.35,710.0
97765,1759,2009,115,300,FASY,51.4,8.58333,460.0
97766,3630,2009,115,282,FASY,47.8333,10.8,830.0
97767,3659,2009,115,305,FASY,47.8167,12.65,610.0
97776,2761,2009,116,298,FASY,49.4667,7.56667,250.0
97778,4517,2009,116,285,FASY,47.7167,10.2333,900.0
97790,4445,2009,117,292,FASY,49.8833,10.0333,260.0
97803,680,2009,118,267,FASY,53.45,9.73333,40.0
97805,3018,2009,118,309,FASY,48.5,10.1167,460.0
97806,4223,2009,119,267,FASY,49.0167,11.1833,510.0
97811,4240,2009,120,284,FASY,49.3833,10.3333,440.0
97815,2842,2009,121,289,FASY,48.7167,9.21667,391.0
97819,3983,2009,122,297,FASY,49.6167,12.35,570.0
97843,3213,2010,94,284,FASY,48.0833,7.63333,220.0
97846,3018,2010,95,295,FASY,48.5,10.1167,460.0
97853,1217,2010,98,294,FASY,53.1,8.86667,4.0
97867,4492,2010,100,262,FASY,47.5667,10.7,810.0
97872,2390,2010,100,274,FASY,49.9833,7.96667,120.0
97874,2953,2010,100,282,FASY,48.8667,8.86667,350.0
97877,1111,2010,100,277,FASY,52.4333,10.85,60.0
97879,4632,2010,101,295,FASY,49.1667,7.05,230.0
97886,2545,2010,102,269,FASY,50.5667,7.61667,230.0
97895,3656,2010,103,276,FASY,47.7667,12.65,680.0
97900,3173,2010,103,278,FASY,48.7667,8.25,180.0
97917,3063,2010,105,273,FASY,49.2167,8.51667,110.0
97918,3091,2010,105,268,FASY,49.2667,8.75,180.0
97921,427,2010,105,290,FASY,52.4,9.45,50.0
97928,2170,2010,105,267,FASY,51.2333,9.56667,290.0
97929,4641,2010,105,279,FASY,49.4167,6.91667,220.0
97949,2009,2010,106,277,FASY,50.5167,8.81667,170.0
97964,3237,2010,107,310,FASY,48.3333,7.88333,170.0
97966,1723,2010,107,288,FASY,51.9167,8.38333,75.0
97967,2168,2010,107,276,FASY,51.3833,9.51667,170.0
97976,188,2010,108,273,FASY,54.3167,10.2167,15.0
97977,3248,2010,108,305,FASY,47.6,7.65,400.0
97978,3284,2010,108,268,FASY,48.4833,8.16667,280.0
97983,3827,2010,108,285,FASY,48.75,13.5167,440.0
97984,3852,2010,108,301,FASY,49.0333,11.4833,370.0
97987,1920,2010,108,285,FASY,49.6667,8.65,210.0
97988,1981,2010,108,251,FASY,49.7833,9.03333,290.0
97989,2049,2010,108,278,FASY,50.1167,8.91667,110.0
97995,2552,2010,109,268,FASY,50.1667,7.55,450.0
97998,3124,2010,109,267,FASY,49.4667,9.21667,390.0
97999,118,2010,109,280,FASY,54.6167,8.96667,10.0
98008,3693,2010,109,279,FASY,48.8333,12.9667,310.0
98009,3694,2010,109,288,FASY,48.8833,12.6,330.0
98010,3723,2010,109,272,FASY,48.85,13.3333,560.0
98015,3633,2010,110,292,FASY,48.6333,11.3167,420.0
98032,4317,2010,110,292,FASY,50.2833,9.91667,500.0
98040,1537,2010,110,275,FASY,51.9667,7.3,110.0
98045,2187,2010,110,281,FASY,50.7333,8.7,180.0
98050,1974,2010,111,288,FASY,49.7333,9.0,180.0
98060,3987,2010,111,278,FASY,49.3833,12.7167,520.0
98062,4256,2010,111,266,FASY,49.45,10.3167,350.0
98063,4386,2010,111,297,FASY,49.7167,10.2167,230.0
98071,2831,2010,111,298,FASY,49.35,7.41667,280.0
98072,3014,2010,111,271,FASY,49.0833,9.88333,370.0
98073,2295,2010,112,259,FASY,50.8667,9.46667,330.0
98078,3053,2010,112,280,FASY,49.1,8.65,140.0
98086,2075,2010,112,279,FASY,50.9667,8.5,420.0
98090,977,2010,112,300,FASY,52.3167,8.03333,90.0
98091,4445,2010,112,290,FASY,49.8833,10.0333,260.0
98092,4519,2010,112,276,FASY,47.7,10.35,710.0
98097,3542,2010,112,262,FASY,48.3833,12.1833,460.0
98098,4230,2010,112,285,FASY,49.5833,10.6,290.0
98101,3486,2010,113,279,FASY,48.05,10.8833,590.0
98105,1324,2010,113,281,FASY,51.6333,6.18333,20.0
98107,1539,2010,113,300,FASY,51.8333,7.3,65.0
98109,2140,2010,113,297,FASY,51.4,9.46667,260.0
98125,4340,2010,113,281,FASY,49.95,10.2833,220.0
98147,1074,2010,114,283,FASY,51.9,9.85,200.0
98151,3099,2010,114,275,FASY,49.0833,8.38333,110.0
98156,3884,2010,114,286,FASY,49.1667,11.45,400.0
98193,3285,2010,115,264,FASY,48.4333,8.2,390.0
98200,3911,2010,115,285,FASY,49.1,11.8167,460.0
98204,4240,2010,115,281,FASY,49.3833,10.3333,440.0
98205,4268,2010,115,261,FASY,48.9,11.0,440.0
98216,799,2010,115,293,FASY,53.4833,9.15,5.0
98220,975,2010,115,281,FASY,52.15,8.05,120.0
98221,2217,2010,115,281,FASY,51.0167,9.93333,330.0
98225,2655,2010,115,290,FASY,49.9833,6.76667,290.0
98229,2958,2010,115,285,FASY,48.9667,9.13333,200.0
98230,2976,2010,115,291,FASY,49.4833,9.76667,250.0
98248,1203,2010,115,275,FASY,53.3333,8.48333,3.0
98259,1980,2010,115,268,FASY,49.7167,8.83333,210.0
98260,2038,2010,115,297,FASY,50.0,8.71667,160.0
98276,2166,2010,116,272,FASY,51.2833,9.63333,220.0
98278,213,2010,116,279,FASY,54.0833,9.65,60.0
98279,244,2010,116,280,FASY,54.5167,9.56667,18.0
98280,280,2010,116,290,FASY,53.95,9.71667,20.0
98282,450,2010,116,277,FASY,52.7167,9.25,25.0
98287,1072,2010,116,280,FASY,52.3,10.4333,80.0
98303,3378,2010,116,257,FASY,48.2833,9.71667,510.0
98309,3824,2010,116,278,FASY,48.75,13.8167,720.0
98310,3865,2010,116,282,FASY,49.3167,12.85,400.0
98313,3984,2010,116,264,FASY,49.3167,12.75,420.0
98314,3986,2010,116,281,FASY,49.4333,12.5833,530.0
98315,3995,2010,116,273,FASY,50.0,12.0833,530.0
98318,4333,2010,116,290,FASY,50.1,9.65,180.0
98319,4615,2010,116,281,FASY,49.4833,6.86667,250.0
98330,2250,2010,116,276,FASY,51.4667,9.01667,290.0
98332,2294,2010,116,282,FASY,50.8833,9.35,270.0
